Data_Type,JSON_Data,Timestamp
Data_Type,"{""tile_id"": ""Tile_1"", ""voltage"": 0.0, ""avg_watt"": 0.0}",9/5/2026 2:22
Data_Type,"{""tile_id"": ""Tile_1"", ""voltage"": 0.045, ""avg_watt"": 0.0022}",9/5/2026 2:22
Data_Type,"{""tile_id"": ""Tile_1"", ""voltage"": 0.0, ""avg_watt"": 0.0}",9/5/2026 2:22
Data_Type,"{""tile_id"": ""Tile_1"", ""voltage"": 0.0, ""avg_watt"": 0.0}",9/5/2026 2:22
Data_Type,"{""tile_id"": ""Tile_1"", ""voltage"": 0.039, ""avg_watt"": 0.002}",9/5/2026 2:22
Data_Type,"{""tile_id"": ""Tile_1"", ""voltage"": 0.0, ""avg_watt"": 0.0}",9/5/2026 2:22
Data_Type,"{""tile_id"": ""Tile_1"", ""voltage"": 0.0, ""avg_watt"": 0.0}",9/5/2026 2:22
Data_Type,"{""tile_id"": ""Tile_1"", ""voltage"": 0.0, ""avg_watt"": 0.0}",9/5/2026 2:22
Data_Type,"{""tile_id"": ""Tile_1"", ""voltage"": 0.048, ""avg_watt"": 0.0024}",9/5/2026 2:22
Data_Type,"{""tile_id"": ""Tile_1"", ""voltage"": 0.194, ""avg_watt"": 0.0097}",9/5/2026 2:22
Data_Type,"{""tile_id"": ""Tile_1"", ""voltage"": 0.535, ""avg_watt"": 0.0268}",9/5/2026 2:22
Data_Type,"{""tile_id"": ""Tile_1"", ""voltage"": 0.039, ""avg_watt"": 0.002}",9/5/2026 2:22
Data_Type,"{""tile_id"": ""Tile_1"", ""voltage"": 0.552, ""avg_watt"": 0.0276}",9/5/2026 2:22
Data_Type,"{""tile_id"": ""Tile_1"", ""voltage"": 0.329, ""avg_watt"": 0.0165}",9/5/2026 2:22
Data_Type,"{""tile_id"": ""Tile_1"", ""voltage"": 0.471, ""avg_watt"": 0.0236}",9/5/2026 2:22
Data_Type,"{""tile_id"": ""Tile_1"", ""voltage"": 0.135, ""avg_watt"": 0.0068}",9/5/2026 2:22
Data_Type,"{""tile_id"": ""Tile_1"", ""voltage"": 0.0, ""avg_watt"": 0.0}",9/5/2026 2:22
Data_Type,"{""tile_id"": ""Tile_1"", ""voltage"": 0.361, ""avg_watt"": 0.0181}",9/5/2026 2:22
Data_Type,"{""tile_id"": ""Tile_1"", ""voltage"": 0.0, ""avg_watt"": 0.0}",9/5/2026 2:22
Data_Type,"{""tile_id"": ""Tile_1"", ""voltage"": 0.0, ""avg_watt"": 0.0}",9/5/2026 2:22
Data_Type,"{""tile_id"": ""Tile_1"", ""voltage"": 0.0, ""avg_watt"": 0.0}",9/5/2026 2:22
Data_Type,"{""tile_id"": ""Tile_1"", ""voltage"": 0.235, ""avg_watt"": 0.0118}",9/5/2026 2:22
Data_Type,"{""tile_id"": ""Tile_1"", ""voltage"": 0.065, ""avg_watt"": 0.0033}",9/5/2026 2:22
Data_Type,"{""tile_id"": ""Tile_1"", ""voltage"": 0.0, ""avg_watt"": 0.0}",9/5/2026 2:22
Data_Type,"{""tile_id"": ""Tile_1"", ""voltage"": 0.045, ""avg_watt"": 0.0022}",9/5/2026 2:22
Data_Type,"{""tile_id"": ""Tile_1"", ""voltage"": 0.013, ""avg_watt"": 0.0006}",9/5/2026 2:22
Data_Type,"{""tile_id"": ""Tile_1"", ""voltage"": 0.071, ""avg_watt"": 0.0035}",9/5/2026 2:22
Data_Type,"{""tile_id"": ""Tile_1"", ""voltage"": 0.281, ""avg_watt"": 0.0141}",9/5/2026 2:22
Data_Type,"{""tile_id"": ""Tile_1"", ""voltage"": 0.248, ""avg_watt"": 0.0124}",9/5/2026 2:22
Data_Type,"{""tile_id"": ""Tile_1"", ""voltage"": 0.487, ""avg_watt"": 0.0244}",9/5/2026 2:22
Data_Type,"{""tile_id"": ""Tile_1"", ""voltage"": 0.313, ""avg_watt"": 0.0157}",9/5/2026 2:22
Data_Type,"{""tile_id"": ""Tile_1"", ""voltage"": 0.0, ""avg_watt"": 0.0}",9/5/2026 2:22
Data_Type,"{""tile_id"": ""Tile_1"", ""voltage"": 0.0, ""avg_watt"": 0.0}",9/5/2026 2:22
Data_Type,"{""tile_id"": ""Tile_1"", ""voltage"": 0.0, ""avg_watt"": 0.0}",9/5/2026 2:22
Data_Type,"{""tile_id"": ""Tile_1"", ""voltage"": 0.0, ""avg_watt"": 0.0}",9/5/2026 2:22
Data_Type,"{""tile_id"": ""Tile_1"", ""voltage"": 0.0, ""avg_watt"": 0.0}",9/5/2026 2:22
Data_Type,"{""tile_id"": ""Tile_1"", ""voltage"": 0.055, ""avg_watt"": 0.0028}",9/5/2026 2:23
Data_Type,"{""tile_id"": ""Tile_1"", ""voltage"": 0.048, ""avg_watt"": 0.0024}",9/5/2026 2:23
Data_Type,"{""tile_id"": ""Tile_1"", ""voltage"": 0.052, ""avg_watt"": 0.0026}",9/5/2026 2:23
Data_Type,"{""tile_id"": ""Tile_1"", ""voltage"": 0.161, ""avg_watt"": 0.008}",9/5/2026 2:23
